"","tree","year","jenkins.pine","nt.piaz","nt.pine","nt.pipo","nt.vcnp","nt.pine.dom"
"6925","VLF105",2003,336.387453329435,369.160063744136,408.715651781166,481.307730399517,496.282650981038,468.631586074215
"6926","VLF106",2003,557.605241990793,627.625780581431,697.361590506622,834.435294222848,853.990936309679,810.605701689226
"6927","VLF107",2003,198.798058719262,212.491741438862,234.38782916071,271.470432508502,282.10189070916,264.949545273595
"6928","VLF108",2003,384.815149918848,425.164531462565,471.168971601789,557.218156340541,573.41208377936,542.212805293252
"6929","VLF109",2003,422.710112447982,469.232540557563,520.349866023542,617.205943857972,634.2633721718,600.330839558286
"6930","VLF112",2003,179.136199331413,190.478921357588,209.952187863824,242.370260590131,252.250221406616,236.659704663885
"6931","VLF113",2003,238.230641541827,256.95958637592,283.800343574332,330.584254612696,342.612978978378,322.379790920992
"6932","VLF114",2003,481.00522251313,537.411330555915,596.500108985142,710.423618289471,728.663941267317,690.596610668334
"6933","VLF115",2003,250.958184081072,271.394510497943,299.85328672535,349.858072192009,362.30920594749,341.095063459087
"6934","VLF116",2003,84.3960049885285,86.418757598412,94.7485448199696,106.809113476056,112.406966456125,104.647764300202
"6935","VLF117",2003,31.5504361369435,30.7525347987424,33.4831962571075,36.590385609703,39.0723721640273,36.0096659312088
"6936","VLF118",2003,146.49212094911,154.207297757943,169.731299500199,194.699468561438,203.239075127989,190.284749783541
"6937","VLF119",2003,126.583356204029,132.277070326731,145.443004225954,166.069272385268,173.728478299932,162.411025614593
"6938","VLF120",2003,142.327814793507,149.605677506344,164.632621731881,188.677384896291,197.037570860052,184.423446227952
"6939","VLF121",2003,292.007523013258,318.193778983098,351.936577812876,412.597281850727,426.324825398437,401.987479797446
"6940","VLF122",2003,147.811265315882,155.66431024005,171.345591999096,196.605573911194,205.202234191256,192.140041286213
"6941","VLF123",2003,605.707101207794,684.597826970906,761.108148542423,913.092618069593,933.35025259925,886.685567987217
"6942","VLF124",2003,74.2523715549098,75.5459965993364,82.7529254842795,92.910272247629,97.9648798040505,91.082820126882
"6943","VLF125",2003,395.091714512704,437.092281954178,484.477016860335,573.430888391692,589.867493836276,557.922918687992
"6944","VLF126",2003,149.399324781571,157.421739498492,173.293261563424,198.90812715665,207.572353826137,194.380820957817
"6945","VLF127",2003,612.313532866527,692.441070550807,769.886957792187,923.941028506998,944.287839220594,897.176256618937
"6946","VLF128",2003,342.221523251326,375.886239439629,416.213093350125,490.403053786965,505.53241334065,477.450274859864
"6947","VLF129",2003,236.449986912347,254.943055516912,281.558248040377,327.894822232874,339.863399582308,319.76794710994
"6948","VLF130",2003,309.145783811918,337.831891429608,373.807602482038,439.027178108867,453.25218387418,427.627682345557
"6949","VLF131",2003,135.792931524398,142.400885194357,156.652133614005,179.265034344192,187.338304705326,175.260517817085
"6950","VLF132",2003,75.5236175341966,76.904527158551,84.2511190785056,94.6428768288141,99.7668052440471,92.7742610551606
"6951","VLF133",2003,96.9891385851529,100.008205702285,109.755638154614,124.271124685026,130.515505023342,121.679943734667
"6952","VLF134",2003,361.045137255462,397.62687257832,440.452724833107,519.841724876578,535.455236995432,505.988987993575
"6953","VLF135",2003,107.666256310662,111.600345584325,122.568045491926,139.236686919523,146.007342655265,136.2691244474
"6954","VLF136",2003,206.145715145751,220.746449961275,243.555551677126,282.41199582715,293.314574589571,275.583113242952
"6955","VLF137",2003,77.8970787937762,79.4444626547648,87.0527176270387,97.8856463493629,103.137940488866,95.9395932484548
"6956","VLF138",2003,63.9596631550384,64.5890531488841,70.6761430128584,78.9779027019365,83.4585537665833,77.4767213001144
"6957","VLF139",2003,196.052056104909,209.410896873547,230.966875771862,267.391026915403,277.919742166615,260.984490521776
"6958","VLF140",2003,353.358786021008,388.742531890808,430.546085442414,507.804397288212,523.222731118957,494.32046165805
"6959","VLF141",2003,520.473243177969,583.810661950591,648.362287481207,774.11708985443,793.067203727312,752.244335820783
"6960","VLF142",2003,245.100193748951,264.745973081888,292.458773013983,340.975956775134,353.234323015232,332.470897230138
"6961","VLF143",2003,519.82797068233,583.049486062632,647.511086822432,773.069466370661,792.008965865724,751.230670718038
"6962","VLF145",2003,620.376458211969,702.020718043689,780.610436733112,937.198877139097,957.651689865411,909.99605972197
"6963","VLF146",2003,156.618355104269,165.418792089415,182.157255203411,209.393922538963,218.362616612227,204.584367383092
"6964","VLF147",2003,88.0555528697523,90.3579878575206,99.0971819175392,111.861150942712,117.64992135305,109.576555772504
"6965","VLF149",2003,92.5736197807973,95.2326736055954,104.480261822014,118.124129372686,124.145119576098,115.685465696348
"6966","VLF150",2003,592.552650019338,668.994092239828,743.645267534824,891.524544952952,911.599375438817,865.8270784163
"6967","VLF001",2004,152.591100211088,160.954629447845,177.208694273769,203.537571573327,212.337364146213,198.885984080135
"6968","VLF004",2004,181.084231580387,192.65504680807,212.367070881765,245.242099877972,255.198155518516,239.452133023612
"6969","VLF005",2004,128.762679504608,134.669598055571,148.091531066899,169.18463002181,176.942835465277,165.444992055258
"6970","VLF007",2004,221.891943578202,238.487268565043,263.26655920546,305.979375037741,317.445511695005,298.481173166731
"6971","VLF008",2004,125.142209115324,130.696026345818,143.692959702511,164.011659289789,171.605046205025,160.407044605413
"6972","VLF009",2004,252.309746865397,272.929597201148,301.560789476936,351.91003455582,364.405247216859,343.087301922079
"6973","VLF010",2004,134.486510522853,140.9627867282,155.059554599813,177.388562471986,185.403741103141,173.433514131352
"6974","VLF011",2004,265.382923174493,287.799094909271,318.103703748343,371.808061239572,384.722166469429,362.403699868132
"6975","VLF012",2004,210.383346594293,225.514207045589,248.851744439392,288.738791748558,299.795332213544,281.731001146825
"6976","VLF015",2004,170.495114409957,180.842104759063,199.26055784595,229.668828985655,239.205841419812,224.307635861036
"6977","VLF016",2004,240.531765505556,259.566811861001,286.699408362361,334.062810293255,346.168814125872,325.757842601793
"6978","VLF017",2004,100.431203280795,103.7385250964,113.877588310506,129.080306445173,135.496456656095,126.368938211147
"6979","VLF018",2004,345.041712563145,379.139940009982,419.840240266752,494.805165141087,510.008351970361,481.718227582284
"6980","VLF019",2004,122.589657032544,127.898024482457,140.596238733616,160.372606472504,167.848662806295,156.862577856622
"6981","VLF020",2004,107.337688166141,111.243008294815,122.172997222243,138.774752532231,145.529405009991,135.818876990944
"6982","VLF021",2004,50.5420827156818,50.4408635402137,55.1028579510461,61.1191739431042,64.8118694790282,60.0212528518184
"6983","VLF022",2004,212.54997826194,227.953596227263,251.561772359985,291.977606374981,303.112275379593,284.878029833326
"6984","VLF023",2004,99.5494463231034,102.782301183748,112.820877115226,127.846907607093,134.219250557846,125.16643430592
"6985","VLF025",2004,409.614371788344,453.979436521244,503.323267231373,596.417290392843,613.185290566405,580.193010364817
"6986","VLF051",2004,184.632760950182,196.620978634097,216.768430848831,250.477895817777,260.571920334417,244.542929883439
"6987","VLF052",2004,271.328942962085,294.573774836063,325.642635940976,380.885821822044,393.986328310629,371.214746618554
"6988","VLF053",2004,NA,NA,NA,NA,NA,NA
"6989","VLF054",2004,25.3791731486367,24.4693723297543,26.6012464371808,28.8709346866727,30.9285270699146,28.4406408775478
"6990","VLF055",2004,24.0246583622752,23.0995367554599,25.1022875466322,27.1966783632335,29.1587120595694,26.7980131086068
"6991","VLF057",2004,339.697905473308,372.976121827829,412.969188065226,486.467279504189,501.530055199969,473.63427889173
"6992","VLF058",2004,143.94577739073,151.392103221765,166.611787439756,191.013797750772,199.444169623587,186.697646709591
"6993","VLF059",2004,189.773530920285,202.375591609291,223.156288225952,258.084428587335,268.375227553099,251.937747516274
"6994","VLF061",2004,405.621938271784,449.333969191963,498.138401161645,590.090829137155,606.768846905958,574.064054340875
"6995","VLF062",2004,90.1792326708845,92.6486380923076,101.626628232437,114.803520553072,120.701646326303,112.446617501525
"6996","VLF063",2004,21.9188230076758,20.9781335298375,22.7821868022139,24.6115831269748,26.4229402383039,24.2608654657277
"6997","VLF064",2004,295.447964561287,322.130810182458,356.320437914469,417.890481826372,431.719774439936,407.123142253972
"6998","VLF065",2004,106.718337981598,110.568575363202,121.427256123205,137.902053216753,144.62680900774,134.968354002346
"6999","VLF066",2004,78.8630781200933,80.4793316486051,88.1943717971875,99.2079758972617,104.51217774669,97.2302201859694
"7000","VLF067",2004,176.623459284059,187.674177135483,206.840061654326,238.671079459325,248.452140712067,233.06255629852
"7001","VLF068",2004,49.717744341544,49.5773095671952,54.15319898464,60.0346400236852,63.6772905832203,58.9605811857578
"7002","VLF069",2004,136.94494467639,143.669757073597,158.057423977823,180.921444078095,189.045697831918,176.873175393926
"7003","VLF070",2004,52.4405037386474,52.4322614925694,57.293231771108,63.6227473777726,67.4299334726395,62.4694462183725
"7004","VLF072",2004,316.547601663762,346.330822237947,383.27563065394,450.483586976543,464.917148373078,438.739728191367
"7005","VLF073",2004,31.2889380870946,30.4849936140964,33.1899570140413,36.2604499387684,38.724796869951,35.6863014295136
"7006","VLF074",2004,231.902952914021,249.797476156138,275.837688136985,321.036088501812,332.849755484293,313.106642670919
"7007","VLF075",2004,210.095447425758,225.190478670364,248.492164820044,288.30939682889,299.355412989354,281.313726827488
"7008","VLF101",2004,241.829022841652,261.038225174212,288.335773634831,336.027606121471,348.176618803987,327.665684585181
"7009","VLF102",2004,464.235656015925,517.757498083779,574.54188548201,683.508523689975,701.424094062085,664.538736024324
"7010","VLF104",2004,358.277880371325,394.427487026801,436.885064211478,515.506037944848,531.049584952779,501.786236216537
"7011","VLF105",2004,337.913375316798,370.918745839928,410.675905398839,483.685271702332,498.700795667587,470.936882137764
"7012","VLF106",2004,561.321680767813,632.018873896077,702.2756968544,840.491306712641,860.104556253272,816.464312165543
"7013","VLF107",2004,199.050482130404,212.775042975844,234.702421039755,271.845657747322,282.486526975565,265.314241092646
"7014","VLF108",2004,387.766916857971,428.588869566827,474.989310675669,561.870884829271,578.135149000746,546.721494472808
"7015","VLF109",2004,425.049058623957,471.959402619922,523.394193086581,620.925157700375,638.033304129995,603.933306929429
"7016","VLF112",2004,179.584435187059,190.979449344001,210.507602252483,243.030614107478,252.928148726185,237.301820492315
"7017","VLF113",2004,239.812062218274,258.751052142481,285.792286622444,332.974096158719,345.056041801727,324.700621430133
"7018","VLF114",2004,484.479101007754,541.487588993891,601.055075509873,716.011054453551,734.316791469124,696.005506849745
"7019","VLF115",2004,252.410078272866,273.043533078493,301.68751926118,352.062313753061,364.560805305533,343.235151164318
"7020","VLF116",2004,84.4077387015938,86.431374587259,94.7624710041338,106.825281359233,112.423750615656,104.663539282091
"7021","VLF117",2004,31.5570070290924,30.7592604565896,33.4905683831272,36.5986825615529,39.0811115849928,36.0177973189483
"7022","VLF118",2004,147.481055176706,155.300316356077,170.942419918189,196.130122611182,204.712261499631,191.677180983487
"7023","VLF119",2004,127.262052806705,133.021902108439,146.267491684789,167.03886936492,174.728990927903,163.355321064578
"7024","VLF120",2004,142.343780401348,149.623300414794,164.652145212588,188.700428281714,197.061308475274,184.445876609338
"7025","VLF121",2004,295.195227255047,321.841932978793,355.998828322213,417.502449492834,431.324145467455,406.746618591098
"7026","VLF122",2004,148.555316228751,156.487272499694,172.257570030623,197.683357032896,206.311820197598,193.188960251303
"7027","VLF123",2004,609.574902601195,689.189146702436,766.247042288907,919.442493671087,939.752566464239,892.826129712783
"7028","VLF124",2004,74.2632522788822,75.5576215744696,82.7657451197389,92.9250954036929,97.9802971343273,91.0972914276964
"7029","VLF125",2004,398.261348172199,440.775359853508,488.586960546529,578.441460853248,594.951369864248,562.777661065869
"7030","VLF126",2004,151.235318967746,159.45365268273,175.545144411691,201.570412651644,210.312719069024,196.971669543238
"7031","VLF127",2004,614.882740014259,695.492469360171,773.302526323286,928.162864347281,948.543884643083,901.258734172401
"7032","VLF128",2004,342.24829746327,375.917121000444,416.247518064143,490.444826492225,505.574889981504,477.490775483281
"7033","VLF129",2004,237.236480889123,255.833607013484,282.548394871448,329.082414389517,341.077602071652,320.921292658134
"7034","VLF130",2004,310.52182159649,339.411124740744,375.56678920604,441.155162942388,455.419216334951,429.691793041874
"7035","VLF131",2004,135.808460988529,142.417986365472,156.671072800685,179.287354935549,187.361313734354,175.282249246086
"7036","VLF132",2004,76.1184418332979,77.5407011463831,84.9527737180063,95.4547231870666,100.610934052511,93.5667622214236
"7037","VLF133",2004,97.2185116705008,100.256581623412,110.030057959834,124.591129822594,130.847020903782,121.991974881922
"7038","VLF134",2004,361.985411821073,398.714380865024,441.665477384656,521.31589604653,536.953033294763,507.417912365272
"7039","VLF135",2004,108.943803307937,112.991333545476,124.106075479406,141.036412092151,147.868792822419,138.023136759517
"7040","VLF136",2004,206.851548510364,221.540222531553,244.437245844719,283.464960457781,294.393307416912,276.606344194903
"7041","VLF137",2004,78.0594399403325,79.6183526440694,87.2445435986324,98.1077927929917,103.368825446374,96.1564189975654
"7042","VLF138",2004,64.229016493284,64.8747138222373,70.9908323836844,79.3400840469819,83.8360743988529,77.8305410414869
"7043","VLF139",2004,196.553535022776,209.973400414768,231.591457190689,268.135721375623,278.683242252363,261.708324727556
"7044","VLF140",2004,354.65678532604,390.242253999601,432.218285238141,509.835751096982,525.287258748673,496.289647535888
"7045","VLF141",2004,524.735385611256,588.832182639634,653.976733383025,781.021774333759,800.044373826658,758.925946914462
"7046","VLF142",2004,245.804556326468,265.544971341573,293.347354375536,342.042946668889,354.324638533267,333.506949263072
"7047","VLF143",2004,523.173121073549,586.990017090281,651.916805630874,778.487112974021,797.483741155785,756.473360819576
"7048","VLF145",2004,623.684605165064,705.951881409227,785.011103305909,942.640217449362,963.136239910949,915.257528819672
"7049","VLF146",2004,158.433157461552,167.432310006995,184.389542769264,212.037228747335,221.081427408111,207.156162680187
"7050","VLF147",2004,88.5979075263282,90.942499184267,99.742551989982,112.611482889399,118.428330530152,110.308503294298
"7051","VLF149",2004,93.0575214686889,95.7554787995612,105.057702119498,118.796530103468,124.842172898888,116.34124532113
"7052","VLF150",2004,596.020223318526,673.105958654706,748.246839774022,897.206684241248,917.330229566431,871.322439499167
"7053","VLF001",2005,154.01581374824,162.532965600316,178.95814575299,205.607173345312,214.467029613001,200.899869282456
"7054","VLF004",2005,183.975574669343,195.886388158668,215.953172259201,249.507991391211,259.576498357941,243.599897510416
"7055","VLF005",2005,129.7121200558,135.712467181788,149.246071562108,170.543117347023,178.344276798059,166.76792555782
"7056","VLF007",2005,224.259477295808,241.15965841553,266.236505919441,309.534535920138,321.083692665865,301.934788637986
"7057","VLF008",2005,126.440665813719,132.12038389425,145.269546735889,165.865211245144,173.517946979383,162.212299901767
"7058","VLF009",2005,254.721474193797,275.669791037604,304.608907909705,355.573890593382,368.147410103411,346.644403181618
"7059","VLF010",2005,135.654521345781,142.248593569902,156.483493642583,179.066389664593,187.133482866594,175.067101931747
"7060","VLF011",2005,268.643568062819,291.513388650454,322.236886965611,376.784251874663,389.800846885467,367.233774905018
"7061","VLF012",2005,212.136295403594,227.487785922698,251.044274944266,291.359092823197,302.478861290111,284.277050242933
"7062","VLF015",2005,171.259701662707,181.693823103116,200.205350113424,230.790413665041,240.358098490009,225.398482948508
"7063","VLF016",2005,242.53622824912,261.838614443157,289.225614654906,337.094566893142,349.267641912925,328.701922400865
"7064","VLF017",2005,100.789013757543,104.126666154788,114.306535704337,129.581067527469,136.014959198515,126.857143168884
"7065","VLF018",2005,347.670327135201,382.173587894878,423.222230299018,498.91056803102,514.182212001134,485.698399499329
"7066","VLF019",2005,123.659036159991,129.069804537666,141.893052936825,161.896181333897,169.421530827383,158.346601042417
"7067","VLF020",2005,107.830689390107,111.779503443629,122.766161508872,139.46861320264,146.247174437499,136.495145758328
"7068","VLF021",2005,50.5897917169691,50.4908630451454,55.1578461460935,61.1819883499996,64.8775743100271,60.082682883288
"7069","VLF022",2005,214.943604664237,230.650032756027,254.557597101238,295.559219190517,306.779693252051,288.357970204834
"7070","VLF023",2005,100.327176382353,103.625685982986,113.752887022817,128.934732624999,135.345722995851,126.227013857346
"7071","VLF025",2005,412.059818300718,456.826009875614,506.500542417507,600.295103445111,617.117797538534,583.949627784791
"7072","VLF051",2005,185.210195515589,197.266763265415,217.485184575088,251.330892471296,261.447223070522,245.372254231533
"7073","VLF052",2005,274.386286130392,298.0603326918,329.523004227919,385.560888244518,398.756127085663,375.752087274758
"7074","VLF053",2005,NA,NA,NA,NA,NA,NA
"7075","VLF054",2005,25.5136209070019,24.605376153833,26.7500756801303,29.0371960482755,31.1042644403393,28.6037575770442
"7076","VLF055",2005,24.4802912318093,23.559779765735,25.6058301065234,27.7586896497325,29.7530074641765,27.3494661270311
"7077","VLF057",2005,343.132361219828,376.936856727484,417.384259695623,491.824249864862,506.977538308142,478.828186043486
"7078","VLF058",2005,145.291600516181,152.878826539703,168.259036112395,192.959018302031,201.447517439553,188.590982571929
"7079","VLF059",2005,192.342457062313,205.252929659154,226.350512613929,261.889435401358,272.277999756297,255.636655203174
"7080","VLF061",2005,408.647064250176,452.853651809296,502.066723974713,594.883863108387,611.630157727082,578.70748555728
"7081","VLF062",2005,90.9153954615675,93.4426693649114,102.503434109302,115.823453139675,121.759489731156,113.441486763637
"7082","VLF063",2005,22.1556914641261,21.2162778116677,23.0425632157274,24.9013342319817,26.7297606027077,24.5452935320259
"7083","VLF064",2005,298.192298951233,325.273573662269,359.820249290723,422.118218500914,436.027842583846,411.224779538206
"7084","VLF065",2005,107.001500986236,110.87667460539,121.767892351689,138.300479409224,145.03898188212,135.356683784042
"7085","VLF066",2005,79.6432205931626,81.3155591655662,89.1169597121632,100.276945658334,105.622927010979,98.273509179355
"7086","VLF067",2005,178.15987157751,189.388927567044,208.742705278107,240.932455126308,250.774058377748,235.261581506539
"7087","VLF068",2005,49.7263346983594,49.5863048999813,54.1630906708976,60.045933655502,63.6891067796331,58.9716267396707
"7088","VLF069",2005,137.382331261632,144.151651317556,158.591149277991,181.550658804954,189.694223950564,177.485754121173
"7089","VLF070",2005,52.7423937185727,52.7492733914058,57.6419709810969,64.021619421777,67.8469155877348,62.8594577047491
"7090","VLF072",2005,319.316396721529,349.512606460227,386.820627703902,454.775273153899,469.285910782487,442.902106628934
"7091","VLF073",2005,31.3704030018879,30.568319148798,33.2812827924903,36.3631872662459,38.833035363408,35.7869949852305
"7092","VLF074",2005,233.951569975355,252.1152257069,278.414345154597,324.124952265317,336.008599289788,316.106655714963
"7093","VLF075",2005,212.238141684972,227.60255656471,251.171794971545,291.511581006048,302.634986568407,284.42520503114
"7094","VLF101",2005,243.543493638545,262.981763517489,290.497019118973,338.621706151822,350.827944548028,330.184717210389
"7095","VLF102",2005,468.761632263339,523.058947256921,580.46445661294,690.765501449445,708.769846154023,671.564940522179
"7096","VLF104",2005,362.015401462292,398.749296211122,441.704449924647,521.363465764168,537.001271981056,507.463994800776
"7097","VLF105",2005,340.363458841642,373.743403905386,413.824444779536,487.504774814207,502.585184749268,474.640223849105
"7098","VLF106",2005,566.148316173814,637.726338371829,708.660378228631,848.361389435355,868.048664673774,824.077615996347
"7099","VLF107",2005,199.50733841588,213.287837679643,235.271861601329,272.524894316063,283.182778374758,265.974411082659
"7100","VLF108",2005,391.271088208257,432.656247994952,479.527398886075,567.399630596628,583.746579957051,552.078820220138
"7101","VLF109",2005,427.24242160702,474.517161503366,526.249828148847,624.414386560598,641.569859772416,607.312934088393
"7102","VLF112",2005,180.510417950587,192.01365578899,211.655247443791,244.395257115501,254.329030002457,238.628751949656
"7103","VLF113",2005,241.530825118526,260.698812676007,287.958126320246,335.573168681122,347.712709036803,327.224557942109
"7104","VLF114",2005,487.441264139665,544.964663058069,604.940689716978,720.778509150056,739.139543054623,700.620471851758
"7105","VLF115",2005,254.069137139604,274.928441198852,303.784223898384,354.582474540459,367.134872178711,345.681893884183
"7106","VLF116",2005,84.9485290686845,87.0129690672702,95.4044291460967,107.570652444769,113.197495880337,105.390786116879
"7107","VLF117",2005,31.5635787276343,30.7659870100046,33.4979415016419,36.6069806849784,39.0898522131026,36.0259298472344
"7108","VLF118",2005,148.556964059906,156.490020162516,172.260759437622,197.687890093711,206.316118892614,193.193265576941
"7109","VLF119",2005,128.213077106451,134.06595670947,147.423258132759,168.398344427412,176.131670842903,164.67927979568
"7110","VLF120",2005,142.911242984101,150.249732321379,165.346145751983,189.519603682541,197.905137712877,185.243252798566
"7111","VLF121",2005,298.417334015526,325.531623613946,360.107670162213,422.465711620506,436.381799315775,411.561867612949
"7112","VLF122",2005,149.317224881008,157.330128022302,173.191615204325,198.787336180799,207.44831887476,194.263357411945
"7113","VLF123",2005,613.457031066178,693.798922348798,771.406821711568,925.819440022233,946.181578290236,898.992695070753
"7114","VLF124",2005,74.4094204198136,75.7137221021915,82.9378773764981,93.1240766311327,98.1872800586832,91.2915568344518
"7115","VLF125",2005,402.356803211507,445.53623390608,493.899931192856,584.920402249484,601.524280765518,569.054867630762
"7116","VLF126",2005,153.327853664976,161.77116143323,178.113803189146,204.60859404694,213.43933562471,199.928134396215
"7117","VLF127",2005,618.216374675156,699.452652324967,777.735478175526,933.643018168839,954.068078602208,906.557886814945
"7118","VLF128",2005,344.420811128427,378.423286578066,419.041283763269,493.835242765988,509.022288532548,480.777901069537
"7119","VLF129",2005,237.895001195971,256.579379736579,283.377591346612,330.077067422845,342.094491346437,321.887248093856
"7120","VLF130",2005,312.243751167921,341.387819092943,377.768804944271,443.819230351034,458.131968821149,432.275837074533
"7121","VLF131",2005,135.823991499201,142.435088787036,156.69001338751,179.309677257649,187.384324508604,175.30398234892
"7122","VLF132",2005,77.3052076763679,78.8107085538521,86.3536170275733,97.07616035924,102.296555472256,95.1494792828278
"7123","VLF133",2005,97.4418532401573,100.498457660886,110.297301204523,124.902791704595,131.169881078725,122.295867124846
"7124","VLF134",2005,362.996307503996,399.883714520117,442.969501779329,522.901138191032,538.563621260157,508.954481308211
"7125","VLF135",2005,110.449024144978,114.631160980094,125.919397884202,143.159045014978,150.063850462007,140.091747014249
"7126","VLF136",2005,207.568606273255,222.346740743341,245.333116647659,284.534958255414,295.489440992666,277.646113054241
"7127","VLF137",2005,78.2051962129077,79.7744761039248,87.4167732103362,98.3072594527423,103.576131648203,96.3511062149665
"7128","VLF138",2005,64.4942018049638,65.1560282011774,71.30074529829,79.6968273025628,84.2078977284874,78.1790399660109
"7129","VLF139",2005,197.965375291146,211.557413346024,233.350339176605,270.233159497861,280.833499636557,263.746967204187
"7130","VLF140",2005,356.231494061483,392.062028251174,434.247398551999,512.300965708416,527.792594709578,498.679376095611
"7131","VLF141",2005,529.796419179243,594.797495615288,660.646815867661,789.226911414379,808.334596840788,766.865688373046
"7132","VLF142",2005,246.157184372356,265.945020367896,293.792263367122,342.577220365325,354.870574703375,334.025726407578
"7133","VLF143",2005,526.531713576861,590.94773177264,656.341949348971,783.929815573987,802.98328337445,761.740135866946
"7134","VLF145",2005,627.196719507983,710.126825756316,789.684887005674,948.42048434616,968.961831109028,920.846551709964
"7135","VLF146",2005,160.632821382788,169.87393921631,187.096629412432,215.243673717209,224.379020861024,210.275734101114
"7136","VLF147",2005,89.3666254739481,91.7712807079688,100.657673998063,113.675691247308,119.532238663406,111.34660147934
"7137","VLF149",2005,93.6243469140094,96.3680837830855,105.734359225642,119.584633680029,125.659088749129,117.109844041225
"7138","VLF150",2005,600.931803605505,678.931771093951,754.766739745825,905.259048408164,925.450956594701,879.109916441263
"7139","VLF001",2006,154.467592575851,163.033634684437,179.513122431825,206.26385670573,215.142700939264,201.538853523445
"7140","VLF004",2006,185.109646377556,197.154492975887,217.360604516269,251.182782285228,261.295167483269,245.22823346318
"7141","VLF005",2006,129.953734850272,135.977903227899,149.539937830591,170.888931691056,178.701007432385,167.104684182613
"7142","VLF007",2006,225.530292770202,242.594490887708,267.831159137585,311.443726649275,323.037314224093,303.789403248132
"7143","VLF008",2006,126.74623035336,132.455703141572,145.640723284159,166.301697622741,173.968359018985,162.637398599731
"7144","VLF009",2006,255.419205489972,276.46276847453,305.491029061086,356.634389308714,369.230486672354,347.673976304292
"7145","VLF010",2006,136.112311499782,142.752685178795,157.041759703133,179.724303465767,187.811700945709,175.70765329463
"7146","VLF011",2006,270.050226950612,293.116490648924,324.020898704626,378.932754430364,391.993302712056,369.31910468969
"7147","VLF012",2006,212.510119425485,227.908762870733,251.511971740238,291.918124818452,303.051341583282,284.820228903929
"7148","VLF015",2006,171.277506753076,181.713659505386,200.227354550036,230.816537526162,240.384935862374,225.423890609527
"7149","VLF016",2006,243.115473230172,262.495295244536,289.955860981092,337.971103734212,350.163497581776,329.553089156744
"7150","VLF017",2006,100.893263366099,104.239767407681,114.43152989303,129.726999999252,136.166056115415,126.999414850571
"7151","VLF018",2006,348.967954702738,383.671509642044,424.892207295734,500.938052241449,516.243363132623,487.663996318787
"7152","VLF019",2006,124.122283300707,129.577579180881,142.455035638112,162.556570071724,170.103218902276,158.989827021648
"7153","VLF020",2006,108.256974842811,112.243472450029,123.279150592272,140.068749515303,146.867960214055,137.080057850314
"7154","VLF021",2006,50.5984705467724,50.4999589425757,55.1678496464943,61.1934159168706,64.889527565534,60.0938585523361
"7155","VLF022",2006,216.258707538807,232.132150517814,256.204377082883,297.528542537676,308.795936755837,290.271314578806
"7156","VLF023",2006,100.457144929566,103.76665828623,113.90867805775,129.116595123064,135.534033945175,126.404317829555
"7157","VLF025",2006,412.851666972293,457.747899298124,507.529556916959,601.551131047713,618.391477878384,585.166381702863
"7158","VLF051",2006,185.228841523435,197.287618188809,217.508331653525,251.358440934844,261.47549120734,245.399037961755
"7159","VLF052",2006,275.221465183421,299.01309978429,330.583440551842,386.838788018545,400.059784528268,376.992300813832
"7160","VLF053",2006,NA,NA,NA,NA,NA,NA
"7161","VLF054",2006,25.5194186139261,24.6112476174523,26.7565018617351,29.0443800547104,31.111855354093,28.6108049841565
"7162","VLF055",2006,24.4916006689813,23.5712087279631,25.6183350887028,27.7726505674437,29.767768409589,27.3631642163227
"7163","VLF057",2006,345.294904016481,379.431857751309,420.165632695994,495.199914730538,510.409800462767,482.100969696607
"7164","VLF058",2006,145.752708459256,153.388375081912,168.823627729991,193.62587551446,202.134236048137,189.240033791735
"7165","VLF059",2006,193.03756656946,206.031786485564,227.215192661225,262.91970170403,273.334619102545,256.6381591591
"7166","VLF061",2006,409.658504213547,454.030748585234,503.380531148554,596.487129080973,613.256138491595,580.260673408629
"7167","VLF062",2006,91.0865911046629,93.6273998824794,102.707434112677,116.06081613046,122.005645021015,113.673008157466
"7168","VLF063",2006,22.2012044494557,21.2620589558735,23.0926218405139,24.9570579426376,26.78875824659,24.5999910583707
"7169","VLF064",2006,299.415546109753,326.674893700968,361.380847846597,424.003811923141,437.94907050402,413.054075577872
"7170","VLF065",2006,107.014995969218,110.891359020371,121.784127681327,138.319469943595,145.058627233586,135.375192968392
"7171","VLF066",2006,79.8361247663255,81.522394821245,89.3451659441815,100.541411232174,105.897704052504,98.5316141323625
"7172","VLF067",2006,178.697696928623,189.989317925689,209.408904677732,241.724376538637,251.587126415312,236.031652254949
"7173","VLF068",2006,49.7349259297973,49.5953012264957,54.1729834619781,60.0572286103553,63.7009243301151,58.9826735789364
"7174","VLF069",2006,137.397967582861,144.168880202697,158.610231473728,181.573156204579,189.717411251622,177.507656540092
"7175","VLF070",2006,52.929365544992,52.9456564203998,57.8580155722747,64.2687575926877,68.1052569102968,63.1011008768367
"7176","VLF072",2006,320.384077642944,350.739907581916,388.188087527487,456.431075247477,470.971301570835,444.507976449009
"7177","VLF073",2006,31.3834779274758,30.5816962345952,33.2959447842267,36.3796840854687,38.8504141645068,35.8031632449413
"7178","VLF074",2006,235.065578929428,253.376003430819,279.816025400199,325.805620277876,337.727175543911,317.738930717501
"7179","VLF075",2006,213.300199761362,228.798694954189,252.500698451176,293.100099316466,304.261672413269,285.968661791318
