"","tree","year","dbh"
"4269","VUF111",1966,19.0045
"4270","VUF112",1966,16.291
"4271","VUF114",1966,11.865
"4272","VUF115",1966,12.814
"4273","VUF116",1966,12.4605
"4274","VUF117",1966,NA
"4275","VUF118",1966,NA
"4276","VUF119",1966,10.687
"4277","VUF120",1966,10.389
"4278","VUF122",1966,7.2945
"4279","VUF125",1966,6.081
"4280","VUF128",1966,NA
"4281","VUF129",1966,15.9485
"4282","VUF130",1966,11.173
"4283","VUF131",1966,12.839
"4284","VUF132",1966,12.4105
"4285","VUF133",1966,21.5075
"4286","VUF135",1966,7.081
"4287","VUF136",1966,8.463
"4288","VUF137",1966,26.0935
"4289","VUF139",1966,28.172
"4290","VUF140",1966,24.4435
"4291","VUF142",1966,NA
"4292","VUF143",1966,13.9365
"4293","VUF144",1966,28.801
"4294","VUF145",1966,11.9205
"4295","VUF146",1966,9.5375
"4296","VUF147",1966,17.279
"4297","VUF148",1966,18.132
"4298","VUF149",1966,24.481
"4299","VUF150",1966,NA
"4300","VUF151",1966,15.8915
"4301","VUF208",1966,8.1475
"4302","VUF209",1966,9.482
"4303","VUF219",1966,6.5965
"4304","VUF222",1966,8.673
"4305","VUF229",1966,14.833
"4306","VUF235",1966,7.081
"4307","VUF242",1966,NA
"4308","VUF308",1966,8.1475
"4309","VUF322",1966,7.754
"4310","VUF335",1966,7.081
"4311","VUF435",1966,7.081
"4312","VUF508",1966,18.209
"4313","VUF001",1967,31.686
"4314","VUF002",1967,27.6535
"4315","VUF003",1967,24.316
"4316","VUF004",1967,13.9485
"4317","VUF005",1967,18.5295
"4318","VUF006",1967,13.938
"4319","VUF007",1967,12.3685
"4320","VUF008",1967,8.2955
"4321","VUF009",1967,9.6145
"4322","VUF010",1967,20.3175
"4323","VUF011",1967,23.0735
"4324","VUF012",1967,10.2325
"4325","VUF013",1967,19.6335
"4326","VUF015",1967,16.0215
"4327","VUF016",1967,10.5815
"4328","VUF017",1967,42.7635
"4329","VUF018",1967,14.147
"4330","VUF019",1967,6.702
"4331","VUF020",1967,11.7835
"4332","VUF021",1967,22.292
"4333","VUF022",1967,8.914
"4334","VUF023",1967,27.7345
"4335","VUF024",1967,28.566
"4336","VUF025",1967,17.781
"4337","VUF026",1967,13.132
"4338","VUF027",1967,NA
"4339","VUF028",1967,NA
"4340","VUF029",1967,13.8715
"4341","VUF030",1967,15.479
"4342","VUF031",1967,9.4165
"4343","VUF032",1967,18.498
"4344","VUF034",1967,14.305
"4345","VUF036",1967,10.6815
"4346","VUF037",1967,12.18
"4347","VUF038",1967,24.941
"4348","VUF039",1967,35.194
"4349","VUF040",1967,37.031
"4350","VUF041",1967,19.896
"4351","VUF042",1967,32.2975
"4352","VUF044",1967,16.9315
"4353","VUF045",1967,19.134
"4354","VUF047",1967,5.307
"4355","VUF048",1967,14.226
"4356","VUF049",1967,19.957
"4357","VUF050",1967,8.9
"4358","VUF101",1967,26.484
"4359","VUF102",1967,15.4285
"4360","VUF104",1967,12.7525
"4361","VUF105",1967,10.89
"4362","VUF106",1967,11.118
"4363","VUF107",1967,18.0645
"4364","VUF108",1967,18.332
"4365","VUF109",1967,26.9265
"4366","VUF110",1967,20.3555
"4367","VUF111",1967,19.1245
"4368","VUF112",1967,16.385
"4369","VUF114",1967,11.3235
"4370","VUF115",1967,12.911
"4371","VUF116",1967,12.595
"4372","VUF117",1967,NA
"4373","VUF118",1967,13.8
"4374","VUF119",1967,10.875
"4375","VUF120",1967,10.552
"4376","VUF122",1967,7.4225
"4377","VUF125",1967,6.219
"4378","VUF128",1967,NA
"4379","VUF129",1967,16.0925
"4380","VUF130",1967,11.233
"4381","VUF131",1967,12.86
"4382","VUF132",1967,12.474
"4383","VUF133",1967,21.5575
"4384","VUF135",1967,7.099
"4385","VUF136",1967,8.49
"4386","VUF137",1967,26.281
"4387","VUF139",1967,28.331
"4388","VUF140",1967,24.5585
"4389","VUF142",1967,NA
"4390","VUF143",1967,13.977
"4391","VUF144",1967,29.0455
"4392","VUF145",1967,12.058
"4393","VUF146",1967,9.6685
"4394","VUF147",1967,17.525
"4395","VUF148",1967,18.2455
"4396","VUF149",1967,24.759
"4397","VUF150",1967,NA
"4398","VUF151",1967,16.03
"4399","VUF208",1967,8.2955
"4400","VUF209",1967,9.6145
"4401","VUF219",1967,6.702
"4402","VUF222",1967,8.914
"4403","VUF229",1967,14.982
"4404","VUF235",1967,7.099
"4405","VUF242",1967,NA
"4406","VUF308",1967,8.2955
"4407","VUF322",1967,7.91966666666667
"4408","VUF335",1967,7.099
"4409","VUF435",1967,7.099
"4410","VUF508",1967,18.332
"4411","VUF001",1968,31.9045
"4412","VUF002",1968,28.11
"4413","VUF003",1968,24.566
"4414","VUF004",1968,14.135
"4415","VUF005",1968,18.7615
"4416","VUF006",1968,14.0815
"4417","VUF007",1968,12.499
"4418","VUF008",1968,8.467
"4419","VUF009",1968,9.7915
"4420","VUF010",1968,20.483
"4421","VUF011",1968,23.3545
"4422","VUF012",1968,10.326
"4423","VUF013",1968,19.865
"4424","VUF015",1968,16.2735
"4425","VUF016",1968,10.7885
"4426","VUF017",1968,43.1475
"4427","VUF018",1968,14.304
"4428","VUF019",1968,6.835
"4429","VUF020",1968,11.9145
"4430","VUF021",1968,22.532
"4431","VUF022",1968,9.078
"4432","VUF023",1968,27.957
"4433","VUF024",1968,28.8495
"4434","VUF025",1968,18.0285
"4435","VUF026",1968,13.328
"4436","VUF027",1968,NA
"4437","VUF028",1968,7.541
"4438","VUF029",1968,14.0735
"4439","VUF030",1968,14.723
"4440","VUF031",1968,9.674
"4441","VUF032",1968,18.7105
"4442","VUF034",1968,14.367
"4443","VUF036",1968,10.7815
"4444","VUF037",1968,12.3255
"4445","VUF038",1968,25.3865
"4446","VUF039",1968,35.4245
"4447","VUF040",1968,37.409
"4448","VUF041",1968,20.1695
"4449","VUF042",1968,32.58
"4450","VUF044",1968,17.079
"4451","VUF045",1968,19.271
"4452","VUF047",1968,5.368
"4453","VUF048",1968,14.4725
"4454","VUF049",1968,20.35
"4455","VUF050",1968,9.1045
"4456","VUF101",1968,26.687
"4457","VUF102",1968,15.5015
"4458","VUF104",1968,12.801
"4459","VUF105",1968,10.924
"4460","VUF106",1968,11.1795
"4461","VUF107",1968,18.23
"4462","VUF108",1968,18.4945
"4463","VUF109",1968,27.2545
"4464","VUF110",1968,20.483
"4465","VUF111",1968,19.266
"4466","VUF112",1968,16.462
"4467","VUF114",1968,11.404
"4468","VUF115",1968,13.0245
"4469","VUF116",1968,12.782
"4470","VUF117",1968,NA
"4471","VUF118",1968,13.985
"4472","VUF119",1968,11.237
"4473","VUF120",1968,10.757
"4474","VUF122",1968,7.5825
"4475","VUF125",1968,6.318
"4476","VUF128",1968,NA
"4477","VUF129",1968,16.2875
"4478","VUF130",1968,11.324
"4479","VUF131",1968,12.887
"4480","VUF132",1968,12.552
"4481","VUF133",1968,21.627
"4482","VUF135",1968,7.116
"4483","VUF136",1968,8.52
"4484","VUF137",1968,26.47
"4485","VUF139",1968,28.563
"4486","VUF140",1968,24.7255
"4487","VUF142",1968,NA
"4488","VUF143",1968,14.0345
"4489","VUF144",1968,29.3185
"4490","VUF145",1968,12.21
"4491","VUF146",1968,9.816
"4492","VUF147",1968,17.814
"4493","VUF148",1968,18.4185
"4494","VUF149",1968,25.145
"4495","VUF150",1968,NA
"4496","VUF151",1968,16.212
"4497","VUF208",1968,8.467
"4498","VUF209",1968,9.7915
"4499","VUF219",1968,6.835
"4500","VUF222",1968,9.078
"4501","VUF229",1968,15.1805
"4502","VUF235",1968,7.116
"4503","VUF242",1968,NA
"4504","VUF308",1968,8.467
"4505","VUF322",1968,8.081
"4506","VUF335",1968,7.116
"4507","VUF435",1968,7.116
"4508","VUF508",1968,18.4945
"4509","VUF001",1969,32.172
"4510","VUF002",1969,28.628
"4511","VUF003",1969,24.864
"4512","VUF004",1969,14.3705
"4513","VUF005",1969,19.0895
"4514","VUF006",1969,14.298
"4515","VUF007",1969,12.648
"4516","VUF008",1969,8.6835
"4517","VUF009",1969,10.029
"4518","VUF010",1969,20.688
"4519","VUF011",1969,23.6515
"4520","VUF012",1969,10.4355
"4521","VUF013",1969,20.127
"4522","VUF015",1969,16.593
"4523","VUF016",1969,10.9925
"4524","VUF017",1969,43.6695
"4525","VUF018",1969,14.5165
"4526","VUF019",1969,6.981
"4527","VUF020",1969,12.06
"4528","VUF021",1969,22.914
"4529","VUF022",1969,9.286
"4530","VUF023",1969,28.111
"4531","VUF024",1969,29.195
"4532","VUF025",1969,18.3695
"4533","VUF026",1969,13.5775
"4534","VUF027",1969,NA
"4535","VUF028",1969,7.911
"4536","VUF029",1969,14.305
"4537","VUF030",1969,14.9905
"4538","VUF031",1969,9.847
"4539","VUF032",1969,18.996
"4540","VUF034",1969,14.4515
"4541","VUF036",1969,10.907
"4542","VUF037",1969,12.429
"4543","VUF038",1969,25.8855
"4544","VUF039",1969,35.727
"4545","VUF040",1969,37.794
"4546","VUF041",1969,20.54
"4547","VUF042",1969,32.9155
"4548","VUF044",1969,17.2695
"4549","VUF045",1969,19.4545
"4550","VUF047",1969,5.4435
"4551","VUF048",1969,14.716
"4552","VUF049",1969,20.83
"4553","VUF050",1969,9.3305
"4554","VUF101",1969,26.972
"4555","VUF102",1969,15.5885
"4556","VUF104",1969,12.8655
"4557","VUF105",1969,10.974
"4558","VUF106",1969,11.2355
"4559","VUF107",1969,18.406
"4560","VUF108",1969,18.721
"4561","VUF109",1969,27.6055
"4562","VUF110",1969,20.6705
"4563","VUF111",1969,19.4395
"4564","VUF112",1969,16.544
"4565","VUF114",1969,11.5005
"4566","VUF115",1969,13.1505
"4567","VUF116",1969,12.948
"4568","VUF117",1969,NA
"4569","VUF118",1969,14.216
"4570","VUF119",1969,12.335
"4571","VUF120",1969,10.977
"4572","VUF122",1969,7.759
"4573","VUF125",1969,6.419
"4574","VUF128",1969,NA
"4575","VUF129",1969,16.4545
"4576","VUF130",1969,11.438
"4577","VUF131",1969,12.923
"4578","VUF132",1969,12.6585
"4579","VUF133",1969,21.754
"4580","VUF135",1969,7.142
"4581","VUF136",1969,8.557
"4582","VUF137",1969,26.7465
"4583","VUF139",1969,28.822
"4584","VUF140",1969,24.929
"4585","VUF142",1969,NA
"4586","VUF143",1969,14.082
"4587","VUF144",1969,29.6565
"4588","VUF145",1969,12.3795
"4589","VUF146",1969,10.02
"4590","VUF147",1969,18.117
"4591","VUF148",1969,18.634
"4592","VUF149",1969,25.501
"4593","VUF150",1969,NA
"4594","VUF151",1969,16.4255
"4595","VUF208",1969,8.6835
"4596","VUF209",1969,10.029
"4597","VUF219",1969,6.981
"4598","VUF222",1969,9.286
"4599","VUF229",1969,15.37975
"4600","VUF235",1969,7.142
"4601","VUF242",1969,NA
"4602","VUF308",1969,8.6835
"4603","VUF322",1969,8.268
"4604","VUF335",1969,7.142
"4605","VUF435",1969,7.142
"4606","VUF508",1969,18.721
"4607","VUF001",1970,32.4545
"4608","VUF002",1970,29.1115
"4609","VUF003",1970,25.1285
"4610","VUF004",1970,14.5365
"4611","VUF005",1970,19.4275
"4612","VUF006",1970,14.501
"4613","VUF007",1970,12.827
"4614","VUF008",1970,8.9125
"4615","VUF009",1970,10.255
"4616","VUF010",1970,20.909
"4617","VUF011",1970,23.9545
"4618","VUF012",1970,10.538
"4619","VUF013",1970,20.408
"4620","VUF015",1970,16.9365
"4621","VUF016",1970,11.161
"4622","VUF017",1970,44.1005
"4623","VUF018",1970,14.7225
"4624","VUF019",1970,7.0845
"4625","VUF020",1970,12.198
"4626","VUF021",1970,23.2675
"4627","VUF022",1970,9.549
"4628","VUF023",1970,28.244
"4629","VUF024",1970,29.559
"4630","VUF025",1970,18.687
"4631","VUF026",1970,13.8405
"4632","VUF027",1970,NA
"4633","VUF028",1970,8.2195
"4634","VUF029",1970,14.5245
"4635","VUF030",1970,15.3515
"4636","VUF031",1970,9.972
"4637","VUF032",1970,19.2735
"4638","VUF034",1970,14.539
"4639","VUF036",1970,11.0175
"4640","VUF037",1970,12.566
"4641","VUF038",1970,26.378
"4642","VUF039",1970,36.018
"4643","VUF040",1970,38.161
"4644","VUF041",1970,20.884
"4645","VUF042",1970,33.2275
"4646","VUF044",1970,17.4775
"4647","VUF045",1970,19.619
"4648","VUF047",1970,5.5055
"4649","VUF048",1970,14.9165
"4650","VUF049",1970,21.334
"4651","VUF050",1970,9.5065
"4652","VUF101",1970,27.2585
"4653","VUF102",1970,15.671
"4654","VUF104",1970,12.9435
"4655","VUF105",1970,11.035
"4656","VUF106",1970,11.308
"4657","VUF107",1970,18.592
"4658","VUF108",1970,18.949
"4659","VUF109",1970,27.926
"4660","VUF110",1970,20.8375
"4661","VUF111",1970,19.588
"4662","VUF112",1970,16.6085
"4663","VUF114",1970,11.596
"4664","VUF115",1970,13.274
"4665","VUF116",1970,13.101
"4666","VUF117",1970,NA
"4667","VUF118",1970,14.439
"4668","VUF119",1970,12.5785
"4669","VUF120",1970,11.174
"4670","VUF122",1970,7.937
"4671","VUF125",1970,6.498
"4672","VUF128",1970,NA
"4673","VUF129",1970,16.598
"4674","VUF130",1970,11.547
"4675","VUF131",1970,12.961
"4676","VUF132",1970,12.7755
"4677","VUF133",1970,21.901
"4678","VUF135",1970,7.183
"4679","VUF136",1970,8.599
"4680","VUF137",1970,26.992
"4681","VUF139",1970,29.093
"4682","VUF140",1970,25.197
"4683","VUF142",1970,NA
"4684","VUF143",1970,14.123
"4685","VUF144",1970,29.982
"4686","VUF145",1970,12.51
"4687","VUF146",1970,10.206
"4688","VUF147",1970,18.376
"4689","VUF148",1970,18.845
"4690","VUF149",1970,25.862
"4691","VUF150",1970,NA
"4692","VUF151",1970,16.631
"4693","VUF208",1970,8.9125
"4694","VUF209",1970,10.255
"4695","VUF219",1970,7.0845
"4696","VUF222",1970,9.549
"4697","VUF229",1970,15.56125
"4698","VUF235",1970,7.183
"4699","VUF242",1970,NA
"4700","VUF308",1970,8.9125
"4701","VUF322",1970,8.47433333333333
"4702","VUF335",1970,7.183
"4703","VUF435",1970,7.183
"4704","VUF508",1970,18.949
"4705","VUF001",1971,32.616
"4706","VUF002",1971,29.3225
"4707","VUF003",1971,25.3015
"4708","VUF004",1971,14.657
"4709","VUF005",1971,19.5925
"4710","VUF006",1971,14.6045
"4711","VUF007",1971,12.9335
"4712","VUF008",1971,9.0295
"4713","VUF009",1971,10.39
"4714","VUF010",1971,21.072
"4715","VUF011",1971,24.103
"4716","VUF012",1971,10.5915
"4717","VUF013",1971,20.562
"4718","VUF015",1971,17.1115
"4719","VUF016",1971,11.3095
"4720","VUF017",1971,44.3815
"4721","VUF018",1971,14.812
"4722","VUF019",1971,7.131
"4723","VUF020",1971,12.2725
"4724","VUF021",1971,23.437
"4725","VUF022",1971,9.764
"4726","VUF023",1971,28.3025
"4727","VUF024",1971,29.7515
"4728","VUF025",1971,18.859
"4729","VUF026",1971,13.9805
"4730","VUF027",1971,NA
"4731","VUF028",1971,8.4125
"4732","VUF029",1971,14.701
"4733","VUF030",1971,15.6185
"4734","VUF031",1971,10.091
"4735","VUF032",1971,19.4135
"4736","VUF034",1971,14.6365
"4737","VUF036",1971,11.12
"4738","VUF037",1971,12.667
"4739","VUF038",1971,26.6745
"4740","VUF039",1971,36.2255
"4741","VUF040",1971,38.402
"4742","VUF041",1971,21.0755
"4743","VUF042",1971,33.408
"4744","VUF044",1971,17.628
"4745","VUF045",1971,19.718
"4746","VUF047",1971,5.531
"4747","VUF048",1971,15.098
"4748","VUF049",1971,21.626
"4749","VUF050",1971,9.627
"4750","VUF101",1971,27.435
"4751","VUF102",1971,15.734
"4752","VUF104",1971,13.0225
"4753","VUF105",1971,11.101
"4754","VUF106",1971,11.392
"4755","VUF107",1971,18.762
"4756","VUF108",1971,19.1375
"4757","VUF109",1971,28.1355
"4758","VUF110",1971,20.97
"4759","VUF111",1971,19.724
"4760","VUF112",1971,16.67
"4761","VUF114",1971,11.6815
"4762","VUF115",1971,13.3815
"4763","VUF116",1971,13.2225
"4764","VUF117",1971,NA
"4765","VUF118",1971,14.605
"4766","VUF119",1971,12.7685
"4767","VUF120",1971,11.35
"4768","VUF122",1971,8.0895
"4769","VUF125",1971,6.544
"4770","VUF128",1971,NA
"4771","VUF129",1971,16.697
"4772","VUF130",1971,11.6135
"4773","VUF131",1971,12.431
"4774","VUF132",1971,12.8425
"4775","VUF133",1971,22.022
"4776","VUF135",1971,7.208
"4777","VUF136",1971,8.635
"4778","VUF137",1971,27.192
"4779","VUF139",1971,29.357
"4780","VUF140",1971,25.3955
"4781","VUF142",1971,NA
"4782","VUF143",1971,14.168
"4783","VUF144",1971,30.175
"4784","VUF145",1971,12.6125
"4785","VUF146",1971,10.3295
"4786","VUF147",1971,18.543
"4787","VUF148",1971,18.9755
"4788","VUF149",1971,26.038
"4789","VUF150",1971,NA
"4790","VUF151",1971,16.7745
"4791","VUF208",1971,9.0295
"4792","VUF209",1971,10.39
"4793","VUF219",1971,7.131
"4794","VUF222",1971,9.764
"4795","VUF229",1971,15.699
"4796","VUF235",1971,7.208
"4797","VUF242",1971,NA
"4798","VUF308",1971,9.0295
"4799","VUF322",1971,8.64766666666667
"4800","VUF335",1971,7.208
"4801","VUF435",1971,7.208
"4802","VUF508",1971,19.1375
"4803","VUF001",1972,32.797
"4804","VUF002",1972,29.6085
"4805","VUF003",1972,25.5315
"4806","VUF004",1972,14.783
"4807","VUF005",1972,19.83
"4808","VUF006",1972,14.7545
"4809","VUF007",1972,13.085
"4810","VUF008",1972,9.1845
"4811","VUF009",1972,10.5665
"4812","VUF010",1972,21.288
"4813","VUF011",1972,24.3235
"4814","VUF012",1972,10.704
"4815","VUF013",1972,20.7795
"4816","VUF015",1972,17.3655
"4817","VUF016",1972,11.4665
"4818","VUF017",1972,44.7475
"4819","VUF018",1972,14.9425
"4820","VUF019",1972,7.244
"4821","VUF020",1972,12.399
"4822","VUF021",1972,23.646
"4823","VUF022",1972,9.826
"4824","VUF023",1972,28.391
"4825","VUF024",1972,29.9695
"4826","VUF025",1972,19.125
"4827","VUF026",1972,14.2005
"4828","VUF027",1972,NA
"4829","VUF028",1972,8.669
"4830","VUF029",1972,14.897
"4831","VUF030",1972,15.9145
"4832","VUF031",1972,10.2295
"4833","VUF032",1972,19.59
"4834","VUF034",1972,14.753
"4835","VUF036",1972,11.265
"4836","VUF037",1972,12.8145
"4837","VUF038",1972,27.0925
"4838","VUF039",1972,36.55
"4839","VUF040",1972,38.672
"4840","VUF041",1972,21.3325
"4841","VUF042",1972,33.649
"4842","VUF044",1972,17.8035
"4843","VUF045",1972,19.8765
"4844","VUF047",1972,5.5795
"4845","VUF048",1972,15.3245
"4846","VUF049",1972,22.012
"4847","VUF050",1972,9.8205
"4848","VUF101",1972,27.6555
"4849","VUF102",1972,15.841
"4850","VUF104",1972,13.126
"4851","VUF105",1972,11.167
"4852","VUF106",1972,11.5115
"4853","VUF107",1972,18.988
"4854","VUF108",1972,19.2945
"4855","VUF109",1972,28.419
"4856","VUF110",1972,21.1505
"4857","VUF111",1972,19.9115
"4858","VUF112",1972,16.745
"4859","VUF114",1972,11.7965
"4860","VUF115",1972,13.516
"4861","VUF116",1972,13.371
"4862","VUF117",1972,NA
"4863","VUF118",1972,14.826
"4864","VUF119",1972,12.9293333333333
"4865","VUF120",1972,11.582
"4866","VUF122",1972,8.236
"4867","VUF125",1972,6.583
"4868","VUF128",1972,NA
"4869","VUF129",1972,16.885
"4870","VUF130",1972,11.717
"4871","VUF131",1972,12.4945
"4872","VUF132",1972,12.942
"4873","VUF133",1972,22.188
"4874","VUF135",1972,7.231
"4875","VUF136",1972,8.666
"4876","VUF137",1972,27.4695
"4877","VUF139",1972,29.626
"4878","VUF140",1972,25.611
"4879","VUF142",1972,NA
"4880","VUF143",1972,14.2245
"4881","VUF144",1972,30.4225
"4882","VUF145",1972,12.7495
"4883","VUF146",1972,10.4815
"4884","VUF147",1972,18.793
"4885","VUF148",1972,19.156
"4886","VUF149",1972,26.303
"4887","VUF150",1972,NA
"4888","VUF151",1972,17.008
"4889","VUF208",1972,9.1845
"4890","VUF209",1972,10.5665
"4891","VUF219",1972,7.244
"4892","VUF222",1972,9.826
"4893","VUF229",1972,15.891
"4894","VUF235",1972,7.231
"4895","VUF242",1972,NA
"4896","VUF308",1972,9.1845
"4897","VUF322",1972,8.766
"4898","VUF335",1972,7.231
"4899","VUF435",1972,7.231
"4900","VUF508",1972,19.2945
"4901","VUF001",1973,32.956
"4902","VUF002",1973,29.9965
"4903","VUF003",1973,25.7545
"4904","VUF004",1973,14.8555
"4905","VUF005",1973,20.144
"4906","VUF006",1973,14.8155
"4907","VUF007",1973,13.222
"4908","VUF008",1973,9.309
"4909","VUF009",1973,10.751
"4910","VUF010",1973,21.467
"4911","VUF011",1973,24.524
"4912","VUF012",1973,10.8005
"4913","VUF013",1973,20.968
"4914","VUF015",1973,17.608
"4915","VUF016",1973,11.665
"4916","VUF017",1973,45.194
"4917","VUF018",1973,15.0395
"4918","VUF019",1973,7.3055
"4919","VUF020",1973,12.5015
"4920","VUF021",1973,23.881
"4921","VUF022",1973,9.887
"4922","VUF023",1973,28.4775
"4923","VUF024",1973,30.203
"4924","VUF025",1973,19.308
"4925","VUF026",1973,14.284
"4926","VUF027",1973,NA
"4927","VUF028",1973,8.8665
"4928","VUF029",1973,15.052
"4929","VUF030",1973,16.1505
"4930","VUF031",1973,10.357
"4931","VUF032",1973,19.777
"4932","VUF034",1973,14.828
"4933","VUF036",1973,11.3595
"4934","VUF037",1973,12.936
"4935","VUF038",1973,27.4415
"4936","VUF039",1973,36.844
"4937","VUF040",1973,38.985
"4938","VUF041",1973,21.6115
"4939","VUF042",1973,33.868
"4940","VUF044",1973,17.9355
"4941","VUF045",1973,19.9955
"4942","VUF047",1973,5.6405
"4943","VUF048",1973,15.5705
"4944","VUF049",1973,22.359
"4945","VUF050",1973,10.014
"4946","VUF101",1973,27.864
"4947","VUF102",1973,15.9565
"4948","VUF104",1973,13.2075
"4949","VUF105",1973,11.215
"4950","VUF106",1973,11.595
"4951","VUF107",1973,19.1445
"4952","VUF108",1973,19.4355
"4953","VUF109",1973,28.6905
"4954","VUF110",1973,21.3335
"4955","VUF111",1973,20.0765
"4956","VUF112",1973,16.8035
"4957","VUF114",1973,11.897
"4958","VUF115",1973,13.589
"4959","VUF116",1973,13.4955
"4960","VUF117",1973,NA
"4961","VUF118",1973,15.009
"4962","VUF119",1973,13.1443333333333
"4963","VUF120",1973,11.76
"4964","VUF122",1973,8.367
"4965","VUF125",1973,6.626
"4966","VUF128",1973,NA
"4967","VUF129",1973,17.059
"4968","VUF130",1973,11.8075
"4969","VUF131",1973,12.573
"4970","VUF132",1973,13.022
"4971","VUF133",1973,22.292
"4972","VUF135",1973,7.261
"4973","VUF136",1973,8.69
"4974","VUF137",1973,27.686
"4975","VUF139",1973,29.833
"4976","VUF140",1973,25.7945
"4977","VUF142",1973,NA
"4978","VUF143",1973,14.2705
"4979","VUF144",1973,30.689
"4980","VUF145",1973,12.851
"4981","VUF146",1973,10.6085
"4982","VUF147",1973,19.071
"4983","VUF148",1973,19.327
"4984","VUF149",1973,26.531
"4985","VUF150",1973,12.706
"4986","VUF151",1973,17.255
"4987","VUF208",1973,9.309
"4988","VUF209",1973,10.751
"4989","VUF219",1973,7.3055
"4990","VUF222",1973,9.887
"4991","VUF229",1973,16.0555
"4992","VUF235",1973,7.261
"4993","VUF242",1973,NA
"4994","VUF308",1973,9.309
"4995","VUF322",1973,8.87366666666667
"4996","VUF335",1973,7.261
"4997","VUF435",1973,7.261
"4998","VUF508",1973,19.4355
"4999","VUF001",1974,33.0625
"5000","VUF002",1974,30.176
"5001","VUF003",1974,25.9125
"5002","VUF004",1974,14.926
"5003","VUF005",1974,20.2895
"5004","VUF006",1974,14.853
"5005","VUF007",1974,13.317
"5006","VUF008",1974,9.396
"5007","VUF009",1974,10.8745
"5008","VUF010",1974,21.5905
"5009","VUF011",1974,24.6805
"5010","VUF012",1974,10.909
"5011","VUF013",1974,21.196
"5012","VUF015",1974,17.81
"5013","VUF016",1974,11.769
"5014","VUF017",1974,45.46
"5015","VUF018",1974,15.1165
"5016","VUF019",1974,7.3365
"5017","VUF020",1974,12.5715
"5018","VUF021",1974,24.015
"5019","VUF022",1974,9.957
"5020","VUF023",1974,28.606
"5021","VUF024",1974,30.3415
"5022","VUF025",1974,19.403
"5023","VUF026",1974,14.3545
"5024","VUF027",1974,NA
"5025","VUF028",1974,9.0295
"5026","VUF029",1974,15.228
"5027","VUF030",1974,16.355
"5028","VUF031",1974,10.461
"5029","VUF032",1974,19.959
"5030","VUF034",1974,14.92
"5031","VUF036",1974,11.474
"5032","VUF037",1974,13.034
"5033","VUF038",1974,27.7475
"5034","VUF039",1974,37.114
"5035","VUF040",1974,39.277
"5036","VUF041",1974,21.765
"5037","VUF042",1974,34.0465
"5038","VUF044",1974,18.0835
"5039","VUF045",1974,20.0825
"5040","VUF047",1974,5.691
"5041","VUF048",1974,15.744
"5042","VUF049",1974,22.638
"5043","VUF050",1974,10.1845
"5044","VUF101",1974,28.0055
"5045","VUF102",1974,16.022
"5046","VUF104",1974,13.246
"5047","VUF105",1974,11.243
"5048","VUF106",1974,11.657
"5049","VUF107",1974,19.286
"5050","VUF108",1974,19.549
"5051","VUF109",1974,28.8545
"5052","VUF110",1974,21.431
"5053","VUF111",1974,20.1925
"5054","VUF112",1974,16.8315
"5055","VUF114",1974,11.946
"5056","VUF115",1974,13.645
"5057","VUF116",1974,13.597
"5058","VUF117",1974,NA
"5059","VUF118",1974,15.177
"5060","VUF119",1974,13.283
"5061","VUF120",1974,11.942
"5062","VUF122",1974,8.47
"5063","VUF125",1974,6.649
"5064","VUF128",1974,NA
"5065","VUF129",1974,17.1645
"5066","VUF130",1974,11.864
"5067","VUF131",1974,12.6415
"5068","VUF132",1974,13.0585
"5069","VUF133",1974,22.3615
"5070","VUF135",1974,7.291
"5071","VUF136",1974,8.739
"5072","VUF137",1974,27.868
"5073","VUF139",1974,30.118
"5074","VUF140",1974,26.019
"5075","VUF142",1974,4.4125
"5076","VUF143",1974,14.308
"5077","VUF144",1974,30.8615
"5078","VUF145",1974,12.9115
"5079","VUF146",1974,10.6965
"5080","VUF147",1974,19.256
"5081","VUF148",1974,19.4335
"5082","VUF149",1974,26.727
"5083","VUF150",1974,12.749
"5084","VUF151",1974,17.3895
"5085","VUF208",1974,9.396
"5086","VUF209",1974,10.8745
"5087","VUF219",1974,7.3365
"5088","VUF222",1974,9.957
"5089","VUF229",1974,16.19625
"5090","VUF235",1974,7.291
"5091","VUF242",1974,4.4125
"5092","VUF308",1974,9.396
"5093","VUF322",1974,8.96566666666667
"5094","VUF335",1974,7.291
"5095","VUF435",1974,7.291
"5096","VUF508",1974,19.549
"5097","VUF001",1975,33.234
"5098","VUF002",1975,30.365
"5099","VUF003",1975,26.1445
"5100","VUF004",1975,15.0545
"5101","VUF005",1975,20.526
"5102","VUF006",1975,14.912
"5103","VUF007",1975,13.516
"5104","VUF008",1975,9.5385
"5105","VUF009",1975,11.087
"5106","VUF010",1975,21.777
"5107","VUF011",1975,24.9375
"5108","VUF012",1975,11.0455
"5109","VUF013",1975,21.502
"5110","VUF015",1975,18.124
"5111","VUF016",1975,11.862
"5112","VUF017",1975,45.7995
"5113","VUF018",1975,15.261
"5114","VUF019",1975,7.3935
"5115","VUF020",1975,12.7095
"5116","VUF021",1975,24.233
"5117","VUF022",1975,10.023
"5118","VUF023",1975,28.7495
"5119","VUF024",1975,30.5515
"5120","VUF025",1975,19.5995
"5121","VUF026",1975,14.4945
"5122","VUF027",1975,NA
"5123","VUF028",1975,9.2355
"5124","VUF029",1975,15.4485
